S/N,Year,Month,Day,HS of Year,EB of Year,HS of Month,EB of Month,HS of Day,EB of Day,Season
12189,1956,4,20,3,9,9,5,4,6,3
12190,1956,4,21,3,9,9,5,5,7,3
12191,1956,4,22,3,9,9,5,6,8,3
12192,1956,4,23,3,9,9,5,7,9,3
12193,1956,4,24,3,9,9,5,8,10,3
12194,1956,4,25,3,9,9,5,9,11,3
12195,1956,4,26,3,9,9,5,10,12,3
12196,1956,4,27,3,9,9,5,1,1,3
12197,1956,4,28,3,9,9,5,2,2,3
12198,1956,4,29,3,9,9,5,3,3,3
12199,1956,4,30,3,9,9,5,4,4,3
12200,1956,5,1,3,9,9,5,5,5,3
12201,1956,5,2,3,9,9,5,6,6,3
12202,1956,5,3,3,9,9,5,7,7,3
12203,1956,5,4,3,9,9,5,8,8,3
12204,1956,5,5,3,9,10,6,9,9,4
12205,1956,5,6,3,9,10,6,10,10,4
12206,1956,5,7,3,9,10,6,1,11,4
12207,1956,5,8,3,9,10,6,2,12,4
12208,1956,5,9,3,9,10,6,3,1,4
12209,1956,5,10,3,9,10,6,4,2,4
12210,1956,5,11,3,9,10,6,5,3,4
12211,1956,5,12,3,9,10,6,6,4,4
12212,1956,5,13,3,9,10,6,7,5,4
12213,1956,5,14,3,9,10,6,8,6,4
12214,1956,5,15,3,9,10,6,9,7,4
12215,1956,5,16,3,9,10,6,10,8,4
12216,1956,5,17,3,9,10,6,1,9,4
12217,1956,5,18,3,9,10,6,2,10,4
12218,1956,5,19,3,9,10,6,3,11,4
12219,1956,5,20,3,9,10,6,4,12,4
12220,1956,5,21,3,9,10,6,5,1,4
12221,1956,5,22,3,9,10,6,6,2,4
12222,1956,5,23,3,9,10,6,7,3,4
12223,1956,5,24,3,9,10,6,8,4,4
12224,1956,5,25,3,9,10,6,9,5,4
12225,1956,5,26,3,9,10,6,10,6,4
12226,1956,5,27,3,9,10,6,1,7,4
12227,1956,5,28,3,9,10,6,2,8,4
12228,1956,5,29,3,9,10,6,3,9,4
12229,1956,5,30,3,9,10,6,4,10,4
12230,1956,5,31,3,9,10,6,5,11,4
12231,1956,6,1,3,9,10,6,6,12,4
12232,1956,6,2,3,9,10,6,7,1,4
12233,1956,6,3,3,9,10,6,8,2,4
12234,1956,6,4,3,9,10,6,9,3,4
12235,1956,6,5,3,9,10,6,10,4,4
12236,1956,6,6,3,9,1,7,1,5,5
12237,1956,6,7,3,9,1,7,2,6,5
12238,1956,6,8,3,9,1,7,3,7,5
12239,1956,6,9,3,9,1,7,4,8,5
12240,1956,6,10,3,9,1,7,5,9,5
12241,1956,6,11,3,9,1,7,6,10,5
12242,1956,6,12,3,9,1,7,7,11,5
12243,1956,6,13,3,9,1,7,8,12,5
12244,1956,6,14,3,9,1,7,9,1,5
12245,1956,6,15,3,9,1,7,10,2,5
12246,1956,6,16,3,9,1,7,1,3,5
12247,1956,6,17,3,9,1,7,2,4,5
12248,1956,6,18,3,9,1,7,3,5,5
12249,1956,6,19,3,9,1,7,4,6,5
12250,1956,6,20,3,9,1,7,5,7,5
12251,1956,6,21,3,9,1,7,6,8,5
12252,1956,6,22,3,9,1,7,7,9,5
12253,1956,6,23,3,9,1,7,8,10,5
12254,1956,6,24,3,9,1,7,9,11,5
12255,1956,6,25,3,9,1,7,10,12,5
12256,1956,6,26,3,9,1,7,1,1,5
12257,1956,6,27,3,9,1,7,2,2,5
12258,1956,6,28,3,9,1,7,3,3,5
12259,1956,6,29,3,9,1,7,4,4,5
12260,1956,6,30,3,9,1,7,5,5,5
12261,1956,7,1,3,9,1,7,6,6,5
12262,1956,7,2,3,9,1,7,7,7,5
12263,1956,7,3,3,9,1,7,8,8,5
12264,1956,7,4,3,9,1,7,9,9,5
12265,1956,7,5,3,9,1,7,10,10,5
12266,1956,7,6,3,9,1,7,1,11,5
12267,1956,7,7,3,9,2,8,2,12,6
12268,1956,7,8,3,9,2,8,3,1,6
12269,1956,7,9,3,9,2,8,4,2,6
12270,1956,7,10,3,9,2,8,5,3,6
12271,1956,7,11,3,9,2,8,6,4,6
12272,1956,7,12,3,9,2,8,7,5,6
12273,1956,7,13,3,9,2,8,8,6,6
12274,1956,7,14,3,9,2,8,9,7,6
12275,1956,7,15,3,9,2,8,10,8,6
12276,1956,7,16,3,9,2,8,1,9,6
12277,1956,7,17,3,9,2,8,2,10,6
12278,1956,7,18,3,9,2,8,3,11,6
12279,1956,7,19,3,9,2,8,4,12,6
12280,1956,7,20,3,9,2,8,5,1,6
12281,1956,7,21,3,9,2,8,6,2,6
12282,1956,7,22,3,9,2,8,7,3,6
12283,1956,7,23,3,9,2,8,8,4,6
12284,1956,7,24,3,9,2,8,9,5,6
12285,1956,7,25,3,9,2,8,10,6,6
12286,1956,7,26,3,9,2,8,1,7,6
12287,1956,7,27,3,9,2,8,2,8,6
12288,1956,7,28,3,9,2,8,3,9,6
12289,1956,7,29,3,9,2,8,4,10,6
12290,1956,7,30,3,9,2,8,5,11,6
12291,1956,7,31,3,9,2,8,6,12,6
12292,1956,8,1,3,9,2,8,7,1,6
12293,1956,8,2,3,9,2,8,8,2,6
12294,1956,8,3,3,9,2,8,9,3,6
12295,1956,8,4,3,9,2,8,10,4,6
12296,1956,8,5,3,9,2,8,1,5,6
12297,1956,8,6,3,9,2,8,2,6,6
12298,1956,8,7,3,9,3,9,3,7,7
12299,1956,8,8,3,9,3,9,4,8,7
12300,1956,8,9,3,9,3,9,5,9,7
12301,1956,8,10,3,9,3,9,6,10,7
12302,1956,8,11,3,9,3,9,7,11,7
12303,1956,8,12,3,9,3,9,8,12,7
12304,1956,8,13,3,9,3,9,9,1,7
12305,1956,8,14,3,9,3,9,10,2,7
12306,1956,8,15,3,9,3,9,1,3,7
12307,1956,8,16,3,9,3,9,2,4,7
12308,1956,8,17,3,9,3,9,3,5,7
12309,1956,8,18,3,9,3,9,4,6,7
12310,1956,8,19,3,9,3,9,5,7,7
12311,1956,8,20,3,9,3,9,6,8,7
12312,1956,8,21,3,9,3,9,7,9,7
12313,1956,8,22,3,9,3,9,8,10,7
12314,1956,8,23,3,9,3,9,9,11,7
12315,1956,8,24,3,9,3,9,10,12,7
12316,1956,8,25,3,9,3,9,1,1,7
12317,1956,8,26,3,9,3,9,2,2,7
12318,1956,8,27,3,9,3,9,3,3,7
12319,1956,8,28,3,9,3,9,4,4,7
12320,1956,8,29,3,9,3,9,5,5,7
12321,1956,8,30,3,9,3,9,6,6,7
12322,1956,8,31,3,9,3,9,7,7,7
12323,1956,9,1,3,9,3,9,8,8,7
12324,1956,9,2,3,9,3,9,9,9,7
12325,1956,9,3,3,9,3,9,10,10,7
12326,1956,9,4,3,9,3,9,1,11,7
12327,1956,9,5,3,9,3,9,2,12,7
12328,1956,9,6,3,9,3,9,3,1,7
12329,1956,9,7,3,9,3,9,4,2,7
12330,1956,9,8,3,9,4,10,5,3,8
12331,1956,9,9,3,9,4,10,6,4,8
12332,1956,9,10,3,9,4,10,7,5,8
12333,1956,9,11,3,9,4,10,8,6,8
12334,1956,9,12,3,9,4,10,9,7,8
12335,1956,9,13,3,9,4,10,10,8,8
12336,1956,9,14,3,9,4,10,1,9,8
12337,1956,9,15,3,9,4,10,2,10,8
12338,1956,9,16,3,9,4,10,3,11,8
12339,1956,9,17,3,9,4,10,4,12,8
12340,1956,9,18,3,9,4,10,5,1,8
12341,1956,9,19,3,9,4,10,6,2,8
12342,1956,9,20,3,9,4,10,7,3,8
12343,1956,9,21,3,9,4,10,8,4,8
12344,1956,9,22,3,9,4,10,9,5,8
12345,1956,9,23,3,9,4,10,10,6,8
12346,1956,9,24,3,9,4,10,1,7,8
12347,1956,9,25,3,9,4,10,2,8,8
12348,1956,9,26,3,9,4,10,3,9,8
12349,1956,9,27,3,9,4,10,4,10,8
12350,1956,9,28,3,9,4,10,5,11,8
12351,1956,9,29,3,9,4,10,6,12,8
12352,1956,9,30,3,9,4,10,7,1,8
12353,1956,10,1,3,9,4,10,8,2,8
12354,1956,10,2,3,9,4,10,9,3,8
12355,1956,10,3,3,9,4,10,10,4,8
12356,1956,10,4,3,9,4,10,1,5,8
12357,1956,10,5,3,9,4,10,2,6,8
12358,1956,10,6,3,9,4,10,3,7,8
12359,1956,10,7,3,9,4,10,4,8,8
12360,1956,10,8,3,9,5,11,5,9,9
12361,1956,10,9,3,9,5,11,6,10,9
12362,1956,10,10,3,9,5,11,7,11,9
12363,1956,10,11,3,9,5,11,8,12,9
12364,1956,10,12,3,9,5,11,9,1,9
12365,1956,10,13,3,9,5,11,10,2,9
12366,1956,10,14,3,9,5,11,1,3,9
12367,1956,10,15,3,9,5,11,2,4,9
12368,1956,10,16,3,9,5,11,3,5,9
12369,1956,10,17,3,9,5,11,4,6,9
12370,1956,10,18,3,9,5,11,5,7,9
12371,1956,10,19,3,9,5,11,6,8,9
12372,1956,10,20,3,9,5,11,7,9,9
12373,1956,10,21,3,9,5,11,8,10,9
12374,1956,10,22,3,9,5,11,9,11,9
12375,1956,10,23,3,9,5,11,10,12,9
12376,1956,10,24,3,9,5,11,1,1,9
12377,1956,10,25,3,9,5,11,2,2,9
12378,1956,10,26,3,9,5,11,3,3,9
12379,1956,10,27,3,9,5,11,4,4,9
12380,1956,10,28,3,9,5,11,5,5,9
12381,1956,10,29,3,9,5,11,6,6,9
12382,1956,10,30,3,9,5,11,7,7,9
12383,1956,10,31,3,9,5,11,8,8,9
12384,1956,11,1,3,9,5,11,9,9,9
12385,1956,11,2,3,9,5,11,10,10,9
12386,1956,11,3,3,9,5,11,1,11,9
12387,1956,11,4,3,9,5,11,2,12,9
12388,1956,11,5,3,9,5,11,3,1,9
12389,1956,11,6,3,9,5,11,4,2,9
12390,1956,11,7,3,9,6,12,5,3,10
12391,1956,11,8,3,9,6,12,6,4,10
12392,1956,11,9,3,9,6,12,7,5,10
12393,1956,11,10,3,9,6,12,8,6,10
12394,1956,11,11,3,9,6,12,9,7,10
12395,1956,11,12,3,9,6,12,10,8,10
12396,1956,11,13,3,9,6,12,1,9,10
12397,1956,11,14,3,9,6,12,2,10,10
12398,1956,11,15,3,9,6,12,3,11,10
12399,1956,11,16,3,9,6,12,4,12,10
12400,1956,11,17,3,9,6,12,5,1,10
12401,1956,11,18,3,9,6,12,6,2,10
12402,1956,11,19,3,9,6,12,7,3,10
12403,1956,11,20,3,9,6,12,8,4,10
12404,1956,11,21,3,9,6,12,9,5,10
12405,1956,11,22,3,9,6,12,10,6,10
12406,1956,11,23,3,9,6,12,1,7,10
12407,1956,11,24,3,9,6,12,2,8,10
12408,1956,11,25,3,9,6,12,3,9,10
12409,1956,11,26,3,9,6,12,4,10,10
12410,1956,11,27,3,9,6,12,5,11,10
12411,1956,11,28,3,9,6,12,6,12,10
12412,1956,11,29,3,9,6,12,7,1,10
12413,1956,11,30,3,9,6,12,8,2,10
12414,1956,12,1,3,9,6,12,9,3,10
12415,1956,12,2,3,9,6,12,10,4,10
12416,1956,12,3,3,9,6,12,1,5,10
12417,1956,12,4,3,9,6,12,2,6,10
12418,1956,12,5,3,9,6,12,3,7,10
12419,1956,12,6,3,9,6,12,4,8,10
12420,1956,12,7,3,9,7,1,5,9,11
12421,1956,12,8,3,9,7,1,6,10,11
12422,1956,12,9,3,9,7,1,7,11,11
12423,1956,12,10,3,9,7,1,8,12,11
12424,1956,12,11,3,9,7,1,9,1,11
12425,1956,12,12,3,9,7,1,10,2,11
12426,1956,12,13,3,9,7,1,1,3,11
12427,1956,12,14,3,9,7,1,2,4,11
12428,1956,12,15,3,9,7,1,3,5,11
12429,1956,12,16,3,9,7,1,4,6,11
12430,1956,12,17,3,9,7,1,5,7,11
12431,1956,12,18,3,9,7,1,6,8,11
12432,1956,12,19,3,9,7,1,7,9,11
12433,1956,12,20,3,9,7,1,8,10,11
12434,1956,12,21,3,9,7,1,9,11,11
12435,1956,12,22,3,9,7,1,10,12,11
12436,1956,12,23,3,9,7,1,1,1,11
12437,1956,12,24,3,9,7,1,2,2,11
12438,1956,12,25,3,9,7,1,3,3,11
12439,1956,12,26,3,9,7,1,4,4,11
12440,1956,12,27,3,9,7,1,5,5,11
12441,1956,12,28,3,9,7,1,6,6,11
12442,1956,12,29,3,9,7,1,7,7,11
12443,1956,12,30,3,9,7,1,8,8,11
12444,1956,12,31,3,9,7,1,9,9,11
12445,1957,1,1,3,9,7,1,10,10,11
12446,1957,1,2,3,9,7,1,1,11,11
12447,1957,1,3,3,9,7,1,2,12,11
12448,1957,1,4,3,9,7,1,3,1,11
12449,1957,1,5,3,9,8,2,4,2,12
12450,1957,1,6,3,9,8,2,5,3,12
12451,1957,1,7,3,9,8,2,6,4,12
12452,1957,1,8,3,9,8,2,7,5,12
12453,1957,1,9,3,9,8,2,8,6,12
12454,1957,1,10,3,9,8,2,9,7,12
12455,1957,1,11,3,9,8,2,10,8,12
12456,1957,1,12,3,9,8,2,1,9,12
12457,1957,1,13,3,9,8,2,2,10,12
12458,1957,1,14,3,9,8,2,3,11,12
12459,1957,1,15,3,9,8,2,4,12,12
12460,1957,1,16,3,9,8,2,5,1,12
12461,1957,1,17,3,9,8,2,6,2,12
12462,1957,1,18,3,9,8,2,7,3,12
12463,1957,1,19,3,9,8,2,8,4,12
12464,1957,1,20,3,9,8,2,9,5,12
12465,1957,1,21,3,9,8,2,10,6,12
12466,1957,1,22,3,9,8,2,1,7,12
12467,1957,1,23,3,9,8,2,2,8,12
12468,1957,1,24,3,9,8,2,3,9,12
12469,1957,1,25,3,9,8,2,4,10,12
12470,1957,1,26,3,9,8,2,5,11,12
12471,1957,1,27,3,9,8,2,6,12,12
12472,1957,1,28,3,9,8,2,7,1,12
12473,1957,1,29,3,9,8,2,8,2,12
12474,1957,1,30,3,9,8,2,9,3,12
12475,1957,1,31,3,9,8,2,10,4,12
12476,1957,2,1,3,9,8,2,1,5,12
12477,1957,2,2,3,9,8,2,2,6,12
12478,1957,2,3,3,9,8,2,3,7,12
12479,1957,2,4,4,10,9,3,4,8,1
12480,1957,2,5,4,10,9,3,5,9,1
12481,1957,2,6,4,10,9,3,6,10,1
12482,1957,2,7,4,10,9,3,7,11,1
12483,1957,2,8,4,10,9,3,8,12,1
12484,1957,2,9,4,10,9,3,9,1,1
12485,1957,2,10,4,10,9,3,10,2,1
12486,1957,2,11,4,10,9,3,1,3,1
12487,1957,2,12,4,10,9,3,2,4,1
12488,1957,2,13,4,10,9,3,3,5,1
12489,1957,2,14,4,10,9,3,4,6,1
12490,1957,2,15,4,10,9,3,5,7,1
12491,1957,2,16,4,10,9,3,6,8,1
12492,1957,2,17,4,10,9,3,7,9,1
12493,1957,2,18,4,10,9,3,8,10,1
12494,1957,2,19,4,10,9,3,9,11,1
12495,1957,2,20,4,10,9,3,10,12,1
12496,1957,2,21,4,10,9,3,1,1,1
12497,1957,2,22,4,10,9,3,2,2,1
12498,1957,2,23,4,10,9,3,3,3,1
12499,1957,2,24,4,10,9,3,4,4,1
12500,1957,2,25,4,10,9,3,5,5,1
12501,1957,2,26,4,10,9,3,6,6,1
12502,1957,2,27,4,10,9,3,7,7,1
12503,1957,2,28,4,10,9,3,8,8,1
12504,1957,3,1,4,10,9,3,9,9,1
12505,1957,3,2,4,10,9,3,10,10,1
12506,1957,3,3,4,10,9,3,1,11,1
12507,1957,3,4,4,10,9,3,2,12,1
12508,1957,3,5,4,10,9,3,3,1,1
12509,1957,3,6,4,10,10,4,4,2,2
12510,1957,3,7,4,10,10,4,5,3,2
12511,1957,3,8,4,10,10,4,6,4,2
12512,1957,3,9,4,10,10,4,7,5,2
12513,1957,3,10,4,10,10,4,8,6,2
12514,1957,3,11,4,10,10,4,9,7,2
12515,1957,3,12,4,10,10,4,10,8,2
12516,1957,3,13,4,10,10,4,1,9,2
12517,1957,3,14,4,10,10,4,2,10,2
12518,1957,3,15,4,10,10,4,3,11,2
12519,1957,3,16,4,10,10,4,4,12,2
12520,1957,3,17,4,10,10,4,5,1,2
12521,1957,3,18,4,10,10,4,6,2,2
12522,1957,3,19,4,10,10,4,7,3,2
12523,1957,3,20,4,10,10,4,8,4,2
12524,1957,3,21,4,10,10,4,9,5,2
12525,1957,3,22,4,10,10,4,10,6,2
12526,1957,3,23,4,10,10,4,1,7,2
12527,1957,3,24,4,10,10,4,2,8,2
12528,1957,3,25,4,10,10,4,3,9,2
12529,1957,3,26,4,10,10,4,4,10,2
12530,1957,3,27,4,10,10,4,5,11,2
12531,1957,3,28,4,10,10,4,6,12,2
12532,1957,3,29,4,10,10,4,7,1,2
12533,1957,3,30,4,10,10,4,8,2,2
12534,1957,3,31,4,10,10,4,9,3,2
12535,1957,4,1,4,10,10,4,10,4,2
12536,1957,4,2,4,10,10,4,1,5,2
12537,1957,4,3,4,10,10,4,2,6,2
12538,1957,4,4,4,10,10,4,3,7,2
12539,1957,4,5,4,10,1,5,4,8,3
12540,1957,4,6,4,10,1,5,5,9,3
12541,1957,4,7,4,10,1,5,6,10,3
12542,1957,4,8,4,10,1,5,7,11,3
12543,1957,4,9,4,10,1,5,8,12,3
12544,1957,4,10,4,10,1,5,9,1,3
12545,1957,4,11,4,10,1,5,10,2,3
12546,1957,4,12,4,10,1,5,1,3,3
12547,1957,4,13,4,10,1,5,2,4,3
12548,1957,4,14,4,10,1,5,3,5,3
12549,1957,4,15,4,10,1,5,4,6,3
12550,1957,4,16,4,10,1,5,5,7,3
12551,1957,4,17,4,10,1,5,6,8,3
12552,1957,4,18,4,10,1,5,7,9,3
12553,1957,4,19,4,10,1,5,8,10,3
12554,1957,4,20,4,10,1,5,9,11,3
12555,1957,4,21,4,10,1,5,10,12,3
12556,1957,4,22,4,10,1,5,1,1,3
12557,1957,4,23,4,10,1,5,2,2,3
12558,1957,4,24,4,10,1,5,3,3,3
12559,1957,4,25,4,10,1,5,4,4,3
12560,1957,4,26,4,10,1,5,5,5,3
12561,1957,4,27,4,10,1,5,6,6,3
12562,1957,4,28,4,10,1,5,7,7,3
12563,1957,4,29,4,10,1,5,8,8,3
12564,1957,4,30,4,10,1,5,9,9,3
12565,1957,5,1,4,10,1,5,10,10,3
12566,1957,5,2,4,10,1,5,1,11,3
12567,1957,5,3,4,10,1,5,2,12,3
12568,1957,5,4,4,10,1,5,3,1,3
12569,1957,5,5,4,10,1,5,4,2,3
12570,1957,5,6,4,10,2,6,5,3,4
12571,1957,5,7,4,10,2,6,6,4,4
12572,1957,5,8,4,10,2,6,7,5,4
12573,1957,5,9,4,10,2,6,8,6,4
12574,1957,5,10,4,10,2,6,9,7,4
12575,1957,5,11,4,10,2,6,10,8,4
12576,1957,5,12,4,10,2,6,1,9,4
12577,1957,5,13,4,10,2,6,2,10,4
12578,1957,5,14,4,10,2,6,3,11,4
12579,1957,5,15,4,10,2,6,4,12,4
12580,1957,5,16,4,10,2,6,5,1,4
12581,1957,5,17,4,10,2,6,6,2,4
12582,1957,5,18,4,10,2,6,7,3,4
12583,1957,5,19,4,10,2,6,8,4,4
12584,1957,5,20,4,10,2,6,9,5,4
12585,1957,5,21,4,10,2,6,10,6,4
12586,1957,5,22,4,10,2,6,1,7,4
12587,1957,5,23,4,10,2,6,2,8,4
12588,1957,5,24,4,10,2,6,3,9,4
12589,1957,5,25,4,10,2,6,4,10,4
12590,1957,5,26,4,10,2,6,5,11,4
12591,1957,5,27,4,10,2,6,6,12,4
12592,1957,5,28,4,10,2,6,7,1,4
12593,1957,5,29,4,10,2,6,8,2,4
12594,1957,5,30,4,10,2,6,9,3,4
12595,1957,5,31,4,10,2,6,10,4,4
12596,1957,6,1,4,10,2,6,1,5,4
12597,1957,6,2,4,10,2,6,2,6,4
12598,1957,6,3,4,10,2,6,3,7,4
12599,1957,6,4,4,10,2,6,4,8,4
12600,1957,6,5,4,10,2,6,5,9,4
12601,1957,6,6,4,10,3,7,6,10,5
12602,1957,6,7,4,10,3,7,7,11,5
12603,1957,6,8,4,10,3,7,8,12,5
12604,1957,6,9,4,10,3,7,9,1,5
12605,1957,6,10,4,10,3,7,10,2,5
12606,1957,6,11,4,10,3,7,1,3,5
12607,1957,6,12,4,10,3,7,2,4,5
12608,1957,6,13,4,10,3,7,3,5,5
12609,1957,6,14,4,10,3,7,4,6,5
12610,1957,6,15,4,10,3,7,5,7,5
12611,1957,6,16,4,10,3,7,6,8,5
12612,1957,6,17,4,10,3,7,7,9,5
12613,1957,6,18,4,10,3,7,8,10,5
12614,1957,6,19,4,10,3,7,9,11,5
12615,1957,6,20,4,10,3,7,10,12,5
12616,1957,6,21,4,10,3,7,1,1,5
12617,1957,6,22,4,10,3,7,2,2,5
12618,1957,6,23,4,10,3,7,3,3,5
12619,1957,6,24,4,10,3,7,4,4,5
12620,1957,6,25,4,10,3,7,5,5,5
12621,1957,6,26,4,10,3,7,6,6,5
12622,1957,6,27,4,10,3,7,7,7,5
12623,1957,6,28,4,10,3,7,8,8,5
12624,1957,6,29,4,10,3,7,9,9,5
12625,1957,6,30,4,10,3,7,10,10,5
12626,1957,7,1,4,10,3,7,1,11,5
12627,1957,7,2,4,10,3,7,2,12,5
12628,1957,7,3,4,10,3,7,3,1,5
12629,1957,7,4,4,10,3,7,4,2,5
12630,1957,7,5,4,10,3,7,5,3,5
12631,1957,7,6,4,10,3,7,6,4,5
12632,1957,7,7,4,10,4,8,7,5,6
12633,1957,7,8,4,10,4,8,8,6,6
12634,1957,7,9,4,10,4,8,9,7,6
12635,1957,7,10,4,10,4,8,10,8,6
12636,1957,7,11,4,10,4,8,1,9,6
12637,1957,7,12,4,10,4,8,2,10,6
12638,1957,7,13,4,10,4,8,3,11,6
12639,1957,7,14,4,10,4,8,4,12,6
12640,1957,7,15,4,10,4,8,5,1,6
12641,1957,7,16,4,10,4,8,6,2,6
12642,1957,7,17,4,10,4,8,7,3,6
12643,1957,7,18,4,10,4,8,8,4,6
12644,1957,7,19,4,10,4,8,9,5,6
12645,1957,7,20,4,10,4,8,10,6,6
12646,1957,7,21,4,10,4,8,1,7,6
12647,1957,7,22,4,10,4,8,2,8,6
12648,1957,7,23,4,10,4,8,3,9,6
12649,1957,7,24,4,10,4,8,4,10,6
12650,1957,7,25,4,10,4,8,5,11,6
12651,1957,7,26,4,10,4,8,6,12,6
12652,1957,7,27,4,10,4,8,7,1,6
12653,1957,7,28,4,10,4,8,8,2,6
12654,1957,7,29,4,10,4,8,9,3,6
12655,1957,7,30,4,10,4,8,10,4,6
12656,1957,7,31,4,10,4,8,1,5,6
12657,1957,8,1,4,10,4,8,2,6,6
12658,1957,8,2,4,10,4,8,3,7,6
12659,1957,8,3,4,10,4,8,4,8,6
12660,1957,8,4,4,10,4,8,5,9,6
12661,1957,8,5,4,10,4,8,6,10,6
12662,1957,8,6,4,10,4,8,7,11,6
12663,1957,8,7,4,10,4,8,8,12,6
12664,1957,8,8,4,10,5,9,9,1,7
12665,1957,8,9,4,10,5,9,10,2,7
12666,1957,8,10,4,10,5,9,1,3,7
12667,1957,8,11,4,10,5,9,2,4,7
12668,1957,8,12,4,10,5,9,3,5,7
12669,1957,8,13,4,10,5,9,4,6,7
12670,1957,8,14,4,10,5,9,5,7,7
12671,1957,8,15,4,10,5,9,6,8,7
12672,1957,8,16,4,10,5,9,7,9,7
12673,1957,8,17,4,10,5,9,8,10,7
12674,1957,8,18,4,10,5,9,9,11,7
12675,1957,8,19,4,10,5,9,10,12,7
12676,1957,8,20,4,10,5,9,1,1,7
12677,1957,8,21,4,10,5,9,2,2,7
12678,1957,8,22,4,10,5,9,3,3,7
12679,1957,8,23,4,10,5,9,4,4,7
12680,1957,8,24,4,10,5,9,5,5,7
12681,1957,8,25,4,10,5,9,6,6,7
12682,1957,8,26,4,10,5,9,7,7,7
12683,1957,8,27,4,10,5,9,8,8,7
12684,1957,8,28,4,10,5,9,9,9,7
12685,1957,8,29,4,10,5,9,10,10,7
12686,1957,8,30,4,10,5,9,1,11,7
12687,1957,8,31,4,10,5,9,2,12,7
12688,1957,9,1,4,10,5,9,3,1,7
12689,1957,9,2,4,10,5,9,4,2,7
12690,1957,9,3,4,10,5,9,5,3,7
12691,1957,9,4,4,10,5,9,6,4,7
12692,1957,9,5,4,10,5,9,7,5,7
12693,1957,9,6,4,10,5,9,8,6,7
12694,1957,9,7,4,10,5,9,9,7,7
12695,1957,9,8,4,10,6,10,10,8,8
12696,1957,9,9,4,10,6,10,1,9,8
12697,1957,9,10,4,10,6,10,2,10,8
12698,1957,9,11,4,10,6,10,3,11,8
12699,1957,9,12,4,10,6,10,4,12,8
12700,1957,9,13,4,10,6,10,5,1,8
12701,1957,9,14,4,10,6,10,6,2,8
12702,1957,9,15,4,10,6,10,7,3,8
12703,1957,9,16,4,10,6,10,8,4,8
12704,1957,9,17,4,10,6,10,9,5,8
12705,1957,9,18,4,10,6,10,10,6,8
12706,1957,9,19,4,10,6,10,1,7,8
12707,1957,9,20,4,10,6,10,2,8,8
12708,1957,9,21,4,10,6,10,3,9,8
12709,1957,9,22,4,10,6,10,4,10,8
12710,1957,9,23,4,10,6,10,5,11,8
12711,1957,9,24,4,10,6,10,6,12,8
12712,1957,9,25,4,10,6,10,7,1,8
12713,1957,9,26,4,10,6,10,8,2,8
12714,1957,9,27,4,10,6,10,9,3,8
12715,1957,9,28,4,10,6,10,10,4,8
12716,1957,9,29,4,10,6,10,1,5,8
12717,1957,9,30,4,10,6,10,2,6,8
12718,1957,10,1,4,10,6,10,3,7,8
12719,1957,10,2,4,10,6,10,4,8,8
12720,1957,10,3,4,10,6,10,5,9,8
12721,1957,10,4,4,10,6,10,6,10,8
12722,1957,10,5,4,10,6,10,7,11,8
12723,1957,10,6,4,10,6,10,8,12,8
12724,1957,10,7,4,10,6,10,9,1,8
12725,1957,10,8,4,10,7,11,10,2,9
12726,1957,10,9,4,10,7,11,1,3,9
12727,1957,10,10,4,10,7,11,2,4,9
12728,1957,10,11,4,10,7,11,3,5,9
12729,1957,10,12,4,10,7,11,4,6,9
12730,1957,10,13,4,10,7,11,5,7,9
12731,1957,10,14,4,10,7,11,6,8,9
12732,1957,10,15,4,10,7,11,7,9,9
12733,1957,10,16,4,10,7,11,8,10,9
12734,1957,10,17,4,10,7,11,9,11,9
12735,1957,10,18,4,10,7,11,10,12,9
12736,1957,10,19,4,10,7,11,1,1,9
12737,1957,10,20,4,10,7,11,2,2,9
12738,1957,10,21,4,10,7,11,3,3,9
12739,1957,10,22,4,10,7,11,4,4,9
12740,1957,10,23,4,10,7,11,5,5,9
12741,1957,10,24,4,10,7,11,6,6,9
12742,1957,10,25,4,10,7,11,7,7,9
12743,1957,10,26,4,10,7,11,8,8,9
12744,1957,10,27,4,10,7,11,9,9,9
12745,1957,10,28,4,10,7,11,10,10,9
12746,1957,10,29,4,10,7,11,1,11,9
12747,1957,10,30,4,10,7,11,2,12,9
12748,1957,10,31,4,10,7,11,3,1,9
12749,1957,11,1,4,10,7,11,4,2,9
12750,1957,11,2,4,10,7,11,5,3,9
12751,1957,11,3,4,10,7,11,6,4,9
12752,1957,11,4,4,10,7,11,7,5,9
12753,1957,11,5,4,10,7,11,8,6,9
12754,1957,11,6,4,10,7,11,9,7,9
12755,1957,11,7,4,10,7,11,10,8,9
12756,1957,11,8,4,10,8,12,1,9,10
12757,1957,11,9,4,10,8,12,2,10,10
12758,1957,11,10,4,10,8,12,3,11,10
12759,1957,11,11,4,10,8,12,4,12,10
12760,1957,11,12,4,10,8,12,5,1,10
12761,1957,11,13,4,10,8,12,6,2,10
12762,1957,11,14,4,10,8,12,7,3,10
12763,1957,11,15,4,10,8,12,8,4,10
12764,1957,11,16,4,10,8,12,9,5,10
12765,1957,11,17,4,10,8,12,10,6,10
12766,1957,11,18,4,10,8,12,1,7,10
12767,1957,11,19,4,10,8,12,2,8,10
12768,1957,11,20,4,10,8,12,3,9,10
12769,1957,11,21,4,10,8,12,4,10,10
