name,ID,HS_Hour,EB_Hour,HS_Day,HS_Month,EB_Month,HS_Year,EB_Year,EB_Hour_eng,EB_Day,EB_Day_eng,EB_Month_eng,EB_Year_eng,Season,Element,kin_tone,kin_seal,kin_number,guide_seal,guide_tone,analogue_seal,analogue_tone,antipode_seal,antipode_tone,occult_seal,occult_tone,tribe,a_tribe,sun,moon,ascendant
"Juan Antonio Marin",425,N/A,N/A,"yin fire","yang earth","yang wood","yin wood","yin wood",N/A,"yin earth",sheep,tiger,rabbit,"Early Spring",wood,rhythmic,star,188,star,rhythmic,monkey,rhythmic,mirror,rhythmic,skyWalker,galactic,blue,yellow,"Pis 11 16 45","Sco 12 31 55","Gem 11 12 51"
"Jiri Novak",426,N/A,N/A,"yin fire","yin earth","yin wood","yin wood","yin wood",N/A,"yin wood",rabbit,rabbit,rabbit,"Mid Spring",wood,cosmic,star,208,human,cosmic,monkey,cosmic,mirror,cosmic,skyWalker,magnetic,blue,yellow,"Ari 01 14 36","Can 22 33 32","Gem 29 25 21"
"Thomas Johansson",427,N/A,N/A,"yin earth","yin earth","yin wood","yin wood","yin wood",N/A,"yin fire",snake,rabbit,rabbit,"Mid Spring",wood,lunar,dog,210,wind,lunar,moon,lunar,sun,lunar,monkey,crystal,red,white,"Ari 03 13 37","Leo 21 40 04","Can 01 13 52"
"Juan Balcells",428,N/A,N/A,"yin fire","yang water","yang fire","yin wood","yin wood",N/A,"yin metal",rooster,horse,rabbit,"Mid Summer",neutral,crystal,mirror,38,dog,crystal,dragon,crystal,star,crystal,night,lunar,red,white,"Gem 28 33 06","Sco 18 56 12","Vir 27 54 20"
"Albert Costa",429,N/A,N/A,"yang water","yang water","yang fire","yin wood","yin wood",N/A,"yang wood",tiger,horse,rabbit,"Mid Summer",wood,selfexisting,night,43,storm,selfexisting,warrior,selfexisting,skyWalker,selfexisting,mirror,planetary,yellow,blue,"Can 03 19 13","Cap 24 30 35","Lib 03 16 36"
"Franco Squillari",430,N/A,N/A,"yang metal","yang wood","yang metal","yin wood","yin wood",N/A,"yang water",rat,monkey,rabbit,"Early Autumn",wood,planetary,dragon,101,moon,planetary,mirror,planetary,monkey,planetary,sun,selfexisting,white,red,"Leo 28 46 49","Pis 06 13 00","Sag 02 15 23"
"Roberto Carretero",431,N/A,N/A,"yang earth","yang wood","yang metal","yin wood","yin wood",N/A,"yang metal",monkey,monkey,rabbit,"Early Autumn",neutral,overtone,moon,109,earth,overtone,dog,overtone,storm,overtone,human,solar,white,red,"Vir 06 29 55","Gem 12 43 07","Sag 09 43 01"
"Lars Burgsmuller",432,N/A,N/A,"yang fire","yin fire","yin water","yin wood","yin wood",N/A,"yang earth",dog,pig,rabbit,"Early Winter",wood,crystal,hand,207,storm,crystal,human,crystal,earth,crystal,wizard,lunar,yellow,blue,"Sag 13 44 25","Cap 27 12 16","Pis 13 20 43"
"Marcelo Rios",433,N/A,N/A,"yang fire","yang earth","yang water","yin wood","yin wood",N/A,"yang fire",horse,rat,rabbit,"Mid Winter",neutral,rhythmic,hand,227,hand,rhythmic,human,rhythmic,earth,rhythmic,wizard,galactic,yellow,blue,"Cap 04 05 05","Lib 15 37 44","Ari 04 45 23"
"Hyung Taik Lee",434,N/A,N/A,"yang wood","yang earth","yang water","yin wood","yin wood",N/A,"yang wood",tiger,rat,rabbit,"Mid Winter",wood,magnetic,eagle,235,eagle,magnetic,seed,magnetic,snake,magnetic,worldBridger,cosmic,yellow,blue,"Cap 12 14 26","Aqu 05 05 02","Ari 13 18 54"
"Nicolas Escude",435,N/A,N/A,"yin wood","yin metal","yin wood","yang fire","yang earth",N/A,"yin metal",rooster,rabbit,dragon,"Mid Spring",neutral,cosmic,snake,65,moon,cosmic,wizard,cosmic,eagle,cosmic,warrior,magnetic,white,red,"Ari 13 51 35","Tau 24 53 23","Can 10 58 60"
"Andrew Ilie",436,N/A,N/A,"yang metal","yang water","yang earth","yang fire","yang earth",N/A,"yang water",rat,dragon,dragon,"Late Spring",earth,lunar,sun,80,human,lunar,storm,lunar,dog,lunar,dragon,crystal,blue,yellow,"Ari 28 34 27","Sag 23 47 22","Can 24 47 52"
"Rainer Schuettler",437,N/A,N/A,"yin fire","yang water","yang earth","yang fire","yang earth",N/A,"yin earth",sheep,dragon,dragon,"Late Spring",earth,solar,hand,87,night,solar,human,solar,earth,solar,wizard,overtone,yellow,blue,"Tau 05 24 01","Pis 22 46 59","Leo 01 23 32"
"Jan Vacek",438,N/A,N/A,"yang water","yin water","yin fire","yang fire","yang earth",N/A,"yang earth",dog,snake,dragon,"Early Summer",earth,spectral,wind,102,wind,spectral,earth,spectral,human,spectral,storm,electric,red,white,"Tau 19 56 50","Lib 03 16 14","Leo 15 57 11"
"Magnus Norman",439,N/A,N/A,"yang water","yin water","yin fire","yang fire","yang earth",N/A,"yang fire",horse,snake,dragon,"Early Summer",fire,overtone,wind,122,dog,overtone,earth,overtone,human,overtone,storm,solar,red,white,"Gem 09 11 27","Gem 25 28 23","Vir 06 21 59"
"Nicolas Lapentti",440,N/A,N/A,"yin fire","yang fire","yang metal","yang fire","yang earth",N/A,"yin metal",rooster,monkey,dragon,"Early Autumn",metal,lunar,earth,197,moon,lunar,wind,lunar,hand,lunar,seed,crystal,white,red,"Leo 20 50 54","Ari 01 36 43","Sco 24 24 54"
"Carlos Moya",441,N/A,N/A,"yin metal","yang fire","yang metal","yang fire","yang earth",N/A,"yin water",pig,monkey,dragon,"Early Autumn",metal,electric,monkey,211,eagle,electric,star,electric,dragon,electric,dog,spectral,yellow,blue,"Vir 04 19 51","Lib 02 00 54","Sag 07 38 16"
"Sjeng Schalken",442,N/A,N/A,"yin water","yin fire","yin metal","yang fire","yang earth",N/A,"yin water",pig,rooster,dragon,"Mid Autumn",water,lunar,night,223,eagle,lunar,warrior,lunar,skyWalker,lunar,mirror,crystal,yellow,blue,"Vir 15 57 06","Pis 15 32 21","Sag 18 39 56"
"Gustavo Kuerten",443,N/A,N/A,"yin wood","yin fire","yin metal","yang fire","yang earth",N/A,"yin earth",ox,rooster,dragon,"Mid Autumn",earth,selfexisting,snake,225,dragon,selfexisting,wizard,selfexisting,eagle,selfexisting,warrior,planetary,white,red,"Vir 17 53 40","Ari 09 54 58","Sag 20 29 07"
"Agustin Calleri",444,N/A,N/A,"yin earth","yin fire","yin metal","yang fire","yang earth",N/A,"yin fire",snake,rooster,dragon,"Mid Autumn",fire,galactic,moon,229,skyWalker,galactic,dog,galactic,storm,galactic,human,rhythmic,white,red,"Vir 21 47 13","Tau 27 16 05","Sag 24 06 54"
"Galo Blanco",445,N/A,N/A,"yin water","yang earth","yang earth","yang fire","yang earth",N/A,"yin fire",snake,dog,dragon,"Late Autumn",earth,rhythmic,skyWalker,253,skyWalker,rhythmic,worldBridger,rhythmic,night,rhythmic,star,galactic,white,red,"Lib 15 19 49","Ari 18 33 00","Cap 15 53 48"
"Alexander Popp",446,N/A,N/A,"yang metal","yang earth","yang earth","yang fire","yang earth",N/A,"yang metal",monkey,dog,dragon,"Late Autumn",earth,resonant,sun,20,human,resonant,storm,resonant,dog,resonant,dragon,resonant,blue,yellow,"Sco 12 12 05","Ari 15 31 18","Aqu 11 23 57"
"Mark Philippoussis",447,N/A,N/A,"yin water","yin earth","yin water","yang fire","yang earth",N/A,"yin water",pig,pig,dragon,"Early Winter",water,planetary,night,23,monkey,planetary,warrior,planetary,skyWalker,planetary,mirror,selfexisting,yellow,blue,"Sco 15 12 36","Tau 20 57 09","Aqu 14 20 53"
"Stefan Koubek",448,N/A,N/A,"yin earth","yang metal","yang water","yang fire","yang earth",N/A,"yin earth",sheep,rat,dragon,"Mid Winter",earth,magnetic,storm,79,storm,magnetic,sun,magnetic,moon,magnetic,wind,cosmic,yellow,blue,"Cap 11 59 31","Gem 08 06 25","Ari 13 03 20"
"Fernando Vicente",449,N/A,N/A,"yang wood","yin water","yin wood","yin fire","yin fire",N/A,"yang water",rat,rabbit,snake,"Mid Spring",neutral,magnetic,seed,144,seed,magnetic,eagle,magnetic,wizard,magnetic,earth,cosmic,blue,yellow,"Pis 17 48 11","Lib 24 49 12","Gem 17 11 13"
"Andre Sa",450,N/A,N/A,"yin water","yin wood","yin fire","yin fire","yin fire",N/A,"yin water",pig,snake,snake,"Early Summer",fire,galactic,night,203,hand,galactic,warrior,galactic,skyWalker,galactic,mirror,rhythmic,yellow,blue,"Tau 15 50 10","Sag 27 35 41","Leo 11 46 11"
"Jan Michael Gambill",451,N/A,N/A,"yin metal","yin wood","yin fire","yin fire","yin fire",N/A,"yin wood",rabbit,snake,snake,"Early Summer",fire,planetary,monkey,231,storm,planetary,star,planetary,dragon,planetary,dog,selfexisting,yellow,blue,"Gem 12 47 07","Cap 06 12 45","Vir 10 18 54"
"Nicolas Kiefer",452,N/A,N/A,"yin water","yang fire","yang fire","yin fire","yin fire",N/A,"yin water",pig,horse,snake,"Mid Summer",fire,electric,night,3,hand,electric,warrior,electric,skyWalker,electric,mirror,spectral,yellow,blue,"Can 13 20 23","Pis 11 32 56","Lib 14 31 22"
"Max Mirnyi",453,N/A,N/A,"yang wood","yang fire","yang fire","yin fire","yin fire",N/A,"yang water",rat,horse,snake,"Mid Summer",fire,selfexisting,seed,4,sun,selfexisting,eagle,selfexisting,wizard,selfexisting,earth,planetary,blue,yellow,"Can 14 17 35","Pis 24 38 39","Lib 15 35 08"
"Julian Alonso",454,N/A,N/A,"yin metal","yin fire","yin earth","yin fire","yin fire",N/A,"yin wood",rabbit,sheep,snake,"Late Summer",fire,overtone,monkey,31,storm,overtone,star,overtone,dragon,overtone,dog,solar,yellow,blue,"Leo 10 04 19","Pis 19 38 51","Sco 13 25 20"
"Guillermo Canas",455,N/A,N/A,"yang fire","yin metal","yin water","yin fire","yin fire",N/A,"yang earth",dog,pig,snake,"Early Winter",fire,electric,worldBridger,146,dog,electric,skyWalker,electric,warrior,electric,eagle,spectral,red,white,"Sag 03 06 41","Gem 00 35 41","Pis 02 20 14"
"Arnaud Clement",456,N/A,N/A,"yang earth","yang water","yang water","yin fire","yin fire",N/A,"yang metal",monkey,rat,snake,"Mid Winter",neutral,crystal,star,168,sun,crystal,monkey,crystal,mirror,crystal,skyWalker,lunar,blue,yellow,"Sag 25 26 42","Pis 26 08 11","Pis 25 38 30"
"Dominik Hrbaty",457,N/A,N/A,"yang fire","yang water","yang water","yin fire","yin fire",N/A,"yang wood",tiger,rat,snake,"Mid Winter",fire,selfexisting,worldBridger,186,wind,selfexisting,skyWalker,selfexisting,warrior,selfexisting,eagle,planetary,red,white,"Cap 13 46 48","Sco 08 57 06","Ari 14 55 29"
"Daniele Bracciali",458,N/A,N/A,"yang water","yin water","yin earth","yin fire","yin fire",N/A,"yang metal",monkey,ox,snake,"Late Winter",fire,planetary,human,192,sun,planetary,hand,planetary,wind,planetary,moon,selfexisting,blue,yellow,"Cap 19 53 50","Aqu 08 43 28","Ari 21 16 17"
"Mariano Zabaleta",459,N/A,N/A,"yin metal","yang wood","yang wood","yang earth","yang fire",N/A,"yin metal",rooster,tiger,horse,"Early Spring",neutral,resonant,dragon,241,skyWalker,resonant,mirror,resonant,monkey,resonant,sun,resonant,white,red,"Pis 09 32 30","Sco 15 35 14","Gem 09 36 59"
"Tommy Haas",460,N/A,N/A,"yin wood","yin wood","yin wood","yang earth","yang fire",N/A,"yin earth",sheep,rabbit,horse,"Mid Spring",wood,lunar,eagle,15,hand,lunar,seed,lunar,snake,lunar,worldBridger,crystal,yellow,blue,"Ari 13 22 19","Aqu 21 04 48","Can 10 32 24"
"Vladimir Voltchkov",461,N/A,N/A,"yin earth","yang fire","yang earth","yang earth","yang fire",N/A,"yin water",pig,dragon,horse,"Late Spring",earth,rhythmic,storm,19,storm,rhythmic,sun,rhythmic,moon,rhythmic,wind,galactic,yellow,blue,"Ari 17 18 39","Ari 15 39 26","Can 14 11 19"
"Raemon Sluiter",462,N/A,N/A,"yin wood","yang fire","yang earth","yang earth","yang fire",N/A,"yin fire",snake,dragon,horse,"Late Spring",fire,crystal,snake,25,earth,crystal,wizard,crystal,eagle,crystal,warrior,lunar,white,red,"Ari 23 12 08","Can 00 30 23","Can 19 42 06"
"David Sanchez",463,N/A,N/A,"yang water","yang fire","yang earth","yang earth","yang fire",N/A,"yang water",rat,dragon,horse,"Late Spring",neutral,rhythmic,human,32,human,rhythmic,hand,rhythmic,wind,rhythmic,moon,galactic,blue,yellow,"Tau 00 02 52","Vir 26 13 10","Can 26 12 49"
"Peter Wessels",464,N/A,N/A,"yin earth","yin fire","yin fire","yang earth","yang fire",N/A,"yin fire",snake,snake,horse,"Early Summer",fire,planetary,moon,49,earth,planetary,dog,planetary,storm,planetary,human,selfexisting,white,red,"Tau 16 34 05","Tau 20 02 05","Leo 12 30 41"
"Sebastien Grosjean",465,N/A,N/A,"yin metal","yin fire","yin fire","yang earth","yang fire",N/A,"yin wood",rabbit,snake,horse,"Early Summer",fire,rhythmic,monkey,71,monkey,rhythmic,star,rhythmic,dragon,rhythmic,dog,galactic,yellow,blue,"Gem 07 45 25","Pis 12 14 54","Vir 04 48 43"
"Harel Levy",466,N/A,N/A,"yin earth","yin earth","yin earth","yang earth","yang fire",N/A,"yin water",pig,sheep,horse,"Late Summer",earth,solar,storm,139,eagle,solar,sun,solar,moon,solar,wind,overtone,yellow,blue,"Leo 12 42 43","Leo 28 45 22","Sco 16 09 02"
"Alberto Martin",467,N/A,N/A,"yang wood","yang metal","yang metal","yang earth","yang fire",N/A,"yang wood",tiger,monkey,horse,"Early Autumn",neutral,spectral,wizard,154,wizard,spectral,snake,spectral,seed,spectral,hand,electric,red,white,"Leo 27 06 47","Pis 25 33 29","Sag 00 37 26"
"Mariano Puerta",468,N/A,N/A,"yang wood","yin metal","yin metal","yang earth","yang fire",N/A,"yang metal",monkey,rooster,horse,"Mid Autumn",metal,lunar,seed,184,warrior,lunar,eagle,lunar,wizard,lunar,earth,crystal,blue,yellow,"Vir 26 11 40","Tau 01 16 57","Sag 28 11 58"
"Martin Verkerk",469,N/A,N/A,"yang fire","yang water","yang earth","yang earth","yang fire",N/A,"yang wood",tiger,dog,horse,"Late Autumn",neutral,overtone,worldBridger,226,wizard,overtone,skyWalker,overtone,warrior,overtone,eagle,solar,red,white,"Sco 07 42 37","Sco 03 26 58","Aqu 07 02 11"
"Radek Stepanek",470,N/A,N/A,"yin water","yin water","yin water","yang earth","yang fire",N/A,"yin fire",snake,pig,horse,"Early Winter",neutral,rhythmic,skyWalker,253,skyWalker,rhythmic,worldBridger,rhythmic,night,rhythmic,star,galactic,white,red,"Sag 04 53 09","Lib 27 57 46","Pis 04 09 48"
"Gaston Gaudio",471,N/A,N/A,"yin wood","yang wood","yang water","yang earth","yang fire",N/A,"yin fire",snake,rat,horse,"Mid Winter",fire,overtone,snake,5,skyWalker,overtone,wizard,overtone,eagle,overtone,warrior,solar,white,red,"Sag 17 03 34","Ari 18 02 22","Pis 16 49 15"
"Christophe Rochus",472,N/A,N/A,"yin metal","yang wood","yang water","yang earth","yang fire",N/A,"yin water",pig,rat,horse,"Mid Winter",water,spectral,monkey,11,monkey,spectral,star,spectral,dragon,spectral,dog,electric,yellow,blue,"Sag 23 09 28","Can 04 09 15","Pis 23 14 06"
"Arnaud Di Pasquale",473,N/A,N/A,"yin earth","yang fire","yang wood","yin earth","yin earth",N/A,"yin metal",rooster,tiger,sheep,"Early Spring",earth,selfexisting,moon,69,snake,selfexisting,dog,selfexisting,storm,selfexisting,human,planetary,white,red,"Aqu 22 09 52","Leo 15 33 44","Tau 23 20 47"
"Wesley Moodie",474,N/A,N/A,"yang water","yang fire","yang wood","yin earth","yin earth",N/A,"yang water",rat,tiger,sheep,"Early Spring",neutral,resonant,human,72,seed,resonant,hand,resonant,wind,resonant,moon,resonant,blue,yellow,"Aqu 25 11 48","Vir 21 10 40","Tau 26 13 44"
"Ivo Karlovic",475,N/A,N/A,"yang fire","yang fire","yang wood","yin earth","yin earth",N/A,"yang wood",tiger,tiger,sheep,"Early Spring",wood,galactic,worldBridger,86,dog,galactic,skyWalker,galactic,warrior,galactic,eagle,rhythmic,red,white,"Pis 09 18 09","Ari 04 20 44","Gem 09 23 27"
"Ivan Ljubicic",476,N/A,N/A,"yin wood","yin fire","yin wood","yin earth","yin earth",N/A,"yin metal",rooster,rabbit,sheep,"Mid Spring",neutral,magnetic,snake,105,snake,magnetic,wizard,magnetic,eagle,magnetic,warrior,cosmic,white,red,"Pis 28 17 14","Sag 03 30 34","Gem 26 43 57"
"Michel Kratochvil",477,N/A,N/A,"yang wood","yang earth","yang earth","yin earth","yin earth",N/A,"yang earth",dragon,dragon,sheep,"Late Spring",earth,resonant,seed,124,warrior,resonant,eagle,resonant,wizard,resonant,earth,resonant,blue,yellow,"Ari 17 04 43","Leo 20 42 13","Can 13 57 57"
"Paradorn Srichaphan",478,N/A,N/A,"yang water","yang metal","yang fire","yin earth","yin earth",N/A,"yang water",rat,horse,sheep,"Mid Summer",neutral,planetary,human,192,sun,planetary,hand,planetary,wind,planetary,moon,selfexisting,blue,yellow,"Gem 22 50 31","Aqu 16 51 10","Vir 21 29 51"
"Michal Tabara",479,N/A,N/A,"yang metal","yang water","yang metal","yin earth","yin earth",N/A,"yang earth",dog,monkey,sheep,"Early Autumn",earth,electric,dog,250,wizard,electric,moon,electric,sun,electric,monkey,spectral,red,white,"Leo 18 13 40","Ari 05 23 54","Sco 21 46 40"
"Juan Ignacio Chela",480,N/A,N/A,"yin earth","yang water","yang metal","yin earth","yin earth",N/A,"yin fire",snake,monkey,sheep,"Early Autumn",earth,solar,moon,9,snake,solar,dog,solar,storm,solar,human,overtone,white,red,"Vir 06 31 33","Sag 03 25 38","Sag 09 44 26"
"Nicolas Massu",481,N/A,N/A,"yang metal","yang wood","yang earth","yin earth","yin earth",N/A,"yang earth",dog,dog,sheep,"Late Autumn",earth,spectral,dog,50,dog,spectral,moon,spectral,sun,spectral,monkey,electric,red,white,"Lib 16 35 04","Gem 18 31 50","Cap 17 03 43"
"James Blake",482,N/A,N/A,"yin earth","yang fire","yang water","yin earth","yin earth",N/A,"yin fire",snake,rat,sheep,"Mid Winter",earth,crystal,moon,129,dragon,crystal,dog,crystal,storm,crystal,human,lunar,white,red,"Cap 06 08 56","Tau 05 42 05","Ari 06 55 44"
"Santiago Ventura",483,N/A,N/A,"yin fire","yang fire","yang water","yin earth","yin earth",N/A,"yin earth",ox,rat,sheep,"Mid Winter",earth,resonant,earth,137,moon,resonant,wind,resonant,hand,resonant,seed,resonant,white,red,"Cap 14 18 01","Leo 20 04 28","Ari 15 28 11"
"Marat Safin",484,N/A,N/A,"yin earth","yin fire","yin earth","yin earth","yin earth",N/A,"yin water",pig,ox,sheep,"Late Winter",earth,electric,storm,159,night,electric,sun,electric,moon,electric,wind,spectral,yellow,blue,"Aqu 06 42 16","Gem 13 10 34","Tau 08 18 19"
"Juan Carlos Ferrero",485,N/A,N/A,"yin wood","yang earth","yang wood","yang metal","yang metal",N/A,"yin wood",rabbit,tiger,monkey,"Early Spring",wood,rhythmic,eagle,175,eagle,rhythmic,seed,rhythmic,snake,rhythmic,worldBridger,galactic,yellow,blue,"Aqu 22 55 35","Cap 01 01 27","Tau 24 04 32"
"Michael Llodra",486,N/A,N/A,"yin metal","yin metal","yin fire","yang metal","yang metal",N/A,"yin wood",rabbit,snake,monkey,"Early Summer",metal,planetary,dog,10,mirror,planetary,moon,planetary,sun,planetary,monkey,selfexisting,red,white,"Tau 27 41 09","Can 19 38 39","Leo 24 00 37"
"Jerome Haehnel",487,N/A,N/A,"yang earth","yin water","yin earth","yang metal","yang metal",N/A,"yang water",rat,sheep,monkey,"Late Summer",neutral,lunar,hand,67,storm,lunar,human,lunar,earth,lunar,wizard,crystal,yellow,blue,"Can 22 10 41","Leo 18 32 09","Lib 24 18 12"
"Xavier Malisse",488,N/A,N/A,"yin water","yin water","yin earth","yang metal","yang metal",N/A,"yin fire",snake,sheep,monkey,"Late Summer",metal,resonant,human,72,seed,resonant,hand,resonant,wind,resonant,moon,resonant,blue,yellow,"Can 26 56 58","Lib 18 49 12","Lib 29 30 02"
"Fernando Gonzalez",489,N/A,N/A,"yin water","yin water","yin earth","yang metal","yang metal",N/A,"yin wood",rabbit,sheep,monkey,"Late Summer",metal,selfexisting,wind,82,mirror,selfexisting,earth,selfexisting,human,selfexisting,storm,planetary,red,white,"Leo 06 29 57","Aqu 29 17 34","Sco 09 41 36"
"Victor Estrella",490,N/A,N/A,"yin fire","yin water","yin earth","yang metal","yang metal",N/A,"yin earth",sheep,sheep,monkey,"Late Summer",earth,galactic,worldBridger,86,dog,galactic,skyWalker,galactic,warrior,galactic,eagle,rhythmic,red,white,"Leo 10 19 29","Ari 27 04 45","Sco 13 41 22"
"Luis Horna",491,N/A,N/A,"yang metal","yin wood","yin metal","yang metal","yang metal",N/A,"yang wood",tiger,rooster,monkey,"Mid Autumn",metal,crystal,moon,129,dragon,crystal,dog,crystal,storm,crystal,human,lunar,white,red,"Vir 21 48 55","Sco 17 16 21","Sag 24 08 17"
"Albert Montanes",492,N/A,N/A,"yin water","yin fire","yin water","yang metal","yang metal",N/A,"yin wood",rabbit,pig,monkey,"Early Winter",neutral,resonant,wind,202,wizard,resonant,earth,resonant,human,resonant,storm,resonant,red,white,"Sag 04 23 39","Leo 00 20 29","Pis 03 39 23"
"Ricardo Mello",493,N/A,N/A,"yang earth","yang earth","yang water","yang metal","yang metal",N/A,"yang earth",dragon,rat,monkey,"Mid Winter",earth,rhythmic,hand,227,hand,rhythmic,human,rhythmic,earth,rhythmic,wizard,galactic,yellow,blue,"Sag 29 47 26","Gem 26 22 26","Ari 00 13 37"
"Olivier Rochus",494,N/A,N/A,"yang fire","yin earth","yin earth","yang metal","yang metal",N/A,"yang metal",monkey,ox,monkey,"Late Winter",metal,galactic,eagle,255,storm,galactic,seed,galactic,snake,galactic,worldBridger,rhythmic,yellow,blue,"Cap 28 19 16","Can 05 10 25","Ari 29 53 28"
"Andreas Vinciguerra",495,N/A,N/A,"yang earth","yang metal","yang wood","yin metal","yin metal",N/A,"yang earth",dragon,tiger,rooster,"Early Spring",metal,magnetic,hand,27,hand,magnetic,human,magnetic,earth,magnetic,wizard,cosmic,yellow,blue,"Pis 00 45 42","Vir 07 06 03","Gem 01 27 56"
"Lleyton Hewitt",496,N/A,N/A,"yin water","yang metal","yang wood","yin metal","yin metal",N/A,"yin metal",rooster,tiger,rooster,"Early Spring",metal,rhythmic,human,32,human,rhythmic,hand,rhythmic,wind,rhythmic,moon,galactic,blue,yellow,"Pis 05 47 42","Sco 07 58 25","Gem 06 09 10"
"Florent Serra",497,N/A,N/A,"yin fire","yang metal","yang wood","yin metal","yin metal",N/A,"yin earth",ox,tiger,rooster,"Early Spring",metal,planetary,warrior,36,seed,planetary,night,planetary,worldBridger,planetary,snake,selfexisting,blue,yellow,"Pis 09 48 53","Sag 25 59 21","Gem 09 51 56"
"Taylor Dent",498,N/A,N/A,"yang water","yang water","yang earth","yin metal","yin metal",N/A,"yang metal",monkey,dragon,rooster,"Late Spring",metal,cosmic,monkey,91,eagle,cosmic,star,cosmic,dragon,cosmic,dog,magnetic,yellow,blue,"Tau 04 12 41","Cap 00 44 46","Leo 00 14 12"
